"Products list"
"ref","description","Base imp.","IVA","Total",
"LIBGARB0245","Yo Puedo -Susan Winter -Edic. Ekare","8.27","4.00","8.60",
"LIBGARB0246","Yo tambien - Susan Winter -Edic. Ekare","8.27","4.00","8.60",
"LIBGARB0247","La mofeta Culibufa huele tan mal que atufa -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0248","El caballo Pocaspecas hace muchas muecas -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0249","El ratoncito Fernandito no para quieto ni un poquito -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0250","La marmota Carlota cuando tiene que dormir alborota -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0251","La ardilla Maravilla no come porque es caprichosilla -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0252","La leona Maripilista en el colegio se despista -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0253","El papagayo Pancho habla fatal y se queda tan ancho -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0254","Juegos Cooperativos para Educadores. De la Teoria a la Practica.","23.08","4.00","24.00",
"LIBGARB0255","Mis recetas anticancer -Odile Fernandez - Edic. Urano","19.23","4.00","20.00",
"LIBGARB0256","Comisiones bancarias ilegales","3.85","4.00","4.00",
"LIBGARB0257","Suscripcion Anual Tachai 2014","14.42","4.00","15.00",
"LIBGARB0258","Suscripcion Anual Solidaria Tachai 2014","24.04","4.00","25.00",
"LIBGARB0259","Lote libros esenciales para comprender los Movimientos Sociales","14.42","4.00","15.00",
"LIBGARB0260","La sangre de la Libertad -Albert Camus -La Linterna Sorda","14.42","4.00","15.00",
"LIBGARB0261","Ecotopia -Ernest Callenbach -La Linterna Sorda","16.35","4.00","17.00",
"LIBGARB0262","Rescoldos nº29 -La Brecha Educativa","4.81","4.00","5.00",
"LIBGARB0263","Revista Tachai 41_Suscripcion","0.00","4.00","0.00",
"LIBGARB0264","Revista Tachai 42 - Enero 2014","3.37","4.00","3.50",
"LIBGARB0265","Revista Tachai 42 - Suscripcion","0.00","4.00","0.00",
"LIBGARB0266","Revista Tachai 42 - Colaborador Activo","0.00","4.00","0.00",
"LIBGARB0267","Revista Tachai 42 - Deposito","0.00","4.00","0.00",
"LIBGARB0268","Revista Tachai 42 - Regalo","0.00","4.00","0.00",
"LIBGARB0269","Revista Tachai 41 - Regalo","0.00","4.00","0.00",
"LIBGARB0270","Revista Tachai 34_Suscripcion","0.00","4.00","0.00",
"LIBGARB0271","Revista Tachai 35_Suscripcion","0.00","4.00","0.00",
"LIBGARB0272","Revista Tachai 28 -Suscripcion","0.00","4.00","0.00",
"LIBGARB0273","Revista Tachai 31 -Suscripcion","0.00","4.00","0.00",
"LIBGARB0274","Revista Tachai 33 -Suscripcion","0.00","4.00","0.00",
"LIBGARB0275","Revista Tachai 43 - Marzo 2014","3.37","4.00","3.50",
"LIBGARB0276","Revista Tachai 43 - SUSCRIPCION","0.00","4.00","0.00",
"LIBGARB0277","Revista Tachai 43 - COLABORADOR ACTIVO Marzo 2014","0.00","4.00","0.00",
"LIBGARB0278","Revista Tachai 43 -REGALO- Marzo 2014","0.00","4.00","0.00",
"LIBGARB0279","Revista Tachai 31 - Diciembre 2011- REGALO","0.00","4.00","0.00",
"LIBGARB0280","Revista Tachai 33 - Abril 2012- REGALO","0.00","4.00","0.00",
"LIBGARB0281","Revista Tachai 43 _DEPOSITO","0.00","4.00","0.00",
"LIBGARB0282","Revista Tachai 26 -SUSCRIPCION","0.00","4.00","0.00",
"LIBGARB0283","Revista SEAE Nº 15_ Agricultura y Ganaderia Ecologica","3.85","4.00","4.00",
"LIBGARB0284","Revista Tachai 44_ SUSCRIPCION","0.00","4.00","0.00",
"LIBGARB0285","Revista Tachai 44 -MAYO 2014","3.37","4.00","3.50",
"LIBGARB0286","Revista Tachai 44 -DEPOSITO","0.00","4.00","0.00",
"LIBGARB0287","Revista Tachai 44_COLABORADOR ACTIVO","0.00","4.00","0.00",
"LIBGARB0288","Revista Tachai 29_Regalo","0.00","4.00","0.00",
"LIBGARB0289","Revista Tachai 44_REGALO","0.00","4.00","0.00",
"LIBGARB0290","RESCOLDOS 30","4.81","4.00","5.00",
"LIBGARB0291","Revista Tachai 45 - Septiembre 2014","3.37","4.00","3.50",
"LIBGARB0292","Revista Tachai 45 - SUSCRIPCION","0.00","4.00","0.00",
"LIBGARB0293","Revista Tachai 45 - DEPOSITO","0.00","4.00","0.00",
"LIBGARB0294","Revista TACHAI 45 COLABORADOR","0.00","4.00","0.00",
"LIBGARB0295","El perrito Anton se comporta como un maton -Terapicuentos","9.23","4.00","9.60",
"LIBGARB0296","El cerdito Simon come mucho porque es un gloton - Terapicuentos","9.23","4.00","9.60",
"LIBGARB0297","Revista Tachai 45-REGALO","0.00","4.00","0.00",
"LIBGARB0300","Revista Tachai 46-Noviembre 2014","3.37","4.00","3.50",
"LIBGARB0301","Revista Tachai 46-Suscripcion","0.00","4.00","0.00",
"LIBGARB0302","Revista Tachai 46-DEPOSITO","0.00","4.00","0.00",
"LIBGARB0303","Revista Tachai 46-COLABORADOR","0.00","4.00","0.00",
"LIBGARB0304","Revista Tachai 46-REGALO","0.00","4.00","0.00",
"LIBGARB0305","Una dulce revolucion-Josep Pamies","14.42","4.00","15.00",
"LIBGARB0306","Rescoldos nº31","4.81","4.00","5.00",
"LIBGARB0307","Agenda de las mujeres 2016","9.92","21.00","12.00",
"LIBGARB0308","La Agenda de las Mujeres 2017","13.46","4.00","14.00",
"LIBGARB0310","Revista Tachai 47- Enero 2015","3.37","4.00","3.50",
"LIBGARB0311","Revista Tachai 47-Suscripcion","0.00","4.00","0.00",
"LIBGARB0312","Revista Tachai 47-DEPOSITO","0.00","4.00","0.00",
"LIBGARB0313","Revista Tachai 47-REGALO","0.00","4.00","0.00",
"LIBGARB0319","Tachai 50- Diciembre 2015","3.85","4.00","4.00",
"LIBGARB0320","Tachai 50-Suscripcion- Dic 2015","0.00","0.00","0.00",
"LIBGARB0321","Tachai 50- Deposito- Dic 2015","0.00","4.00","0.00",
"LIBGARB0322","Tachai 50- Regalo- Dic 2015","0.00","4.00","0.00",
"LIBGARB0323","Revista Tachai 50 - REGALO","0.00","21.00","0.00",
"LIBGARB0331","Rescoldos Nº 32","4.13","21.00","5.00",
"LIBGARB0333","Rescoldos 33","4.81","4.00","5.00",
"LIBGARB0334","Rescoldos Nº 34","4.13","21.00","5.00",
"LIBGARB0340","Revista SEAE- Nº 21- OTOÑO 2015","3.85","4.00","4.00",
"LIBGARB049","Revista Tachai 49 -Septiembre 2015","3.85","4.00","4.00",
"LIBGARB050","Revista Tachai 49- Suscripcion","0.00","4.00","0.00",
"LIBGARB051","Revista Tachai 49- Deposito","0.00","4.00","0.00",
"LIBGARB052","Revista Tachai 49- Regalo","0.00","4.00","0.00",
"LIBGARB160","Revista Tachai 38 _ Abril 2013","2.88","4.00","3.00",
"LIBGARB162","Revista Tachai 38 _ Abril 2013_ Deposito","0.00","4.00","0.00",
"LIBGARB163","Rescoldos 28 - Europa, ¿solucion o problema?","4.81","4.00","5.00",
"LIBGARB164","Agenda de las Mujeres 2014","9.92","21.00","12.00",
"LIBGARB165","Calendario Agenda 2014 de las mujeres pioneras - Libreria de Mujeres","4.13","21.00","5.00",
"LIBGARB305","Suscripcion Tachai 2015-Solidaria-Recogida en mano","24.04","4.00","25.00",
"LIBGARB306","Suscripcion Tachai 2015-Solidaria-Envio domicilio","28.85","4.00","30.00",
"LIBGARB307","Suscripcion Tachai 2015-Ordinaria-Recogida en mano","15.38","4.00","16.00",
"LIBGARB308","Suscripcion Tachai 2015-Ordinaria-Envio a domicilio","20.19","4.00","21.00",
"LIBGARB314","Revista Tachai 48 -Junio 2015","3.85","4.00","4.00",
"LIBGARB315","Revista Tachai 48 - Suscripcion","0.00","4.00","0.00",
"LIBGARB316","Revista Tachai 48 - Deposito","0.00","4.00","0.00",
"LIBGARB317","Revista Tachai 48 - Regalo","0.00","4.00","0.00",
"LIBGARB318","Revista Tachai 48 - Colaborador","0.00","4.00","0.00",
"LIBGARB330","Libro ""Fertilidad Natural""","14.42","4.00","15.00",
"LIBPAM0001","TDAH  ""Mas alla de la etiqueta""","9.92","21.00","12.00",
"LIMBIO0010","Quitamanchas Spray- Biobel- 750 ml","3.31","21.00","4.00",
"LIMBIOB0001","Detergente - Biobel- 1,5 litros","6.61","21.00","8.00",
"LIMBIOB0002","Detergente liquido- Biobel- 5 litros","19.01","21.00","23.00",
"LIMBIOB0004","Jabon prendas delicadas -Biobel- 1,5 litros","7.64","21.00","9.25",
"LIMBIOB0006","Jabon prendas delicadas -Biobel- 5 litros","24.79","21.00","30.00",
"LIMBIOB0007","Jabon ropa bebes y pieles sensibles- Biobel-1,5 litros","7.40","21.00","8.95",
"LIMBIOB0008","Jabon ropa bebes y pieles sensibles- Biobel- 5 litros","21.36","21.00","25.85",
"LIMBIOB0010","Quitamanchas spray- Biobel- 500 ml","3.72","21.00","4.50",
"LIMBIOB0011","Quitamanchas- Biobel- 1 litro","6.50","10.00","7.15",
"LIMBIOB0012","Quitamanchas- Biobel- 5 litros","29.50","10.00","32.45",
"LIMBIOB0013","Jabon solido de coco- Biobel- 240 gr","4.82","10.00","5.30",
"LIMBIOB0014","Limpiacristales spray- Biobel- 750 ml","4.92","21.00","5.95",
"LIMBIOB0015","Limpiacristales- Biobel- 5 litros","30.73","10.00","33.80",
"LIMBIOB0017","Lavavajillas -Biobel- 1 litro","3.88","21.00","4.70",
"LIMBIOB0018","Lavavajillas -Biobel- 5 litros","19.01","21.00","23.00",
"LIMBIOB00181","Lavavajillas- Biobel- 5 litros","27.45","10.00","30.20",
"LIMBIOB0020","Limpiahogar- Biobel- 1 litro","5.54","21.00","6.70",
"LIMBIOB0021","Limpiahogar- Biobel- 5 litros","24.77","10.00","27.25",
"LIMBIOB0023","Blanqueador- Biobel- 1 kg","5.21","21.00","6.30",
"LIMBIOB0024","Blanqueador- Biobel- 5 kg","32.00","10.00","35.20",
"LIMBIOB0025","Pastilla Jabon Coco- Biobel- 240 gr","3.18","21.00","3.85",
"LIMBIOB0026","Lavavajillas pastillas - Biobel - 25 unidades","6.86","21.00","8.30",
"LIMBIOB0027","Abrillantador vajillas - Biobel - 500ml","3.47","21.00","4.20",
"LIMBIOB0028","Sal lavavajillas - Biobel - 2kg","3.55","21.00","4.30",
"LIMPCAST0001","Tierra Diatomeas - CASTALIA - Biobel-250 gr","4.00","10.00","4.40",
"LIMVITA0001","Detergente liquido - VITAL -1,5 litros","5.08","21.00","6.15",
"LIMVITA0002","Jabon liquido prendas delicadas -VITAL- 1,5 litros","5.29","21.00","6.40",
"LIMVITA0003","Lavavajillas - VITAL -750 ml","2.69","21.00","3.25",
"LIMVITA0004","Jabon pastilla coco puro - Vital -240 g-","4.18","10.00","4.60",
"LIMVITA0005","Jabon quitamanchas - Vital - 500ml-","3.82","10.00","4.20",
"LIMVITA0006","Detergente liquido Vital -5 L-","19.05","10.00","20.95",
"LIMVITA0007","Lavavajillas - Vital – 5 L-","20.32","10.00","22.35",
"LOTE","Lote productos frescos saldados","1.00","0.00","1.00",
"MAQNEOB0001","Mascara de pestanas negra-Neobio","7.73","21.00","9.35",
"MAQNEOB0002","Linea para ojos liquida negra - Neobio","6.20","21.00","7.50",
"MAQNEOB0003","Lapiz de ojos Kajal negro - Neobio","3.10","21.00","3.75",
"MAQNEOB0004","Lapiz de ojos Kajal chocolate - Neobio","3.10","21.00","3.75",
"MAQNEOB0005","Sombra de ojos rosa diamante - Neobio","5.41","21.00","6.55",
"MAQNEOB0006","Sombra de ojos marron champan - Neobio","5.41","21.00","6.55",
"MAQNEOB0007","Sombra de ojos humo nocturno - Neobio","5.41","21.00","6.55",
"MAQNEOB0008","Colorete bronce veraneo - Neobio","5.41","21.00","6.55",
"MAQNEOB0009","Colorete rosa fresca - Neobio","5.41","21.00","6.55",
"MAQNEOB0010","Maquillaje polvo compacto Beige suave","7.60","21.00","9.20",
"MASBIOG0001","Masa de Pizza 260gr - El Granero -","2.45","10.00","2.70",
"MCRVITA0001","Mix Hortalizas crujientes- VitaSnack- bolsa 18 gr","1.44","4.00","1.50",
"MCRVITA0002","Mix Frutas crujientes- VitaSnack- bolsa 18 gr","1.44","4.00","1.50",
"MENU","Menu Cocina Responsable Rutas","5.00","10.00","5.50",
"MENU_equipo","Menu Cocina Responsable","2.73","10.00","3.00",
"MEZCLUMPAMIES","Mesclum Multisabor-bolsa 400 gr- Pamies Vitae","5.41","10.00","5.95",
"MHBPAM0001","Alervita- mezcla de hierbas para ALERGIAS- Pamies Vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0002","Anevita- mezcla de hierbas para ANEMIA- Pamies Vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0003","Catvita- mezcla de hierbas para CATARATAS- Pamies Vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0004","Colvita- Mezcla de hierbas para COLESTEROL- Pamies Vitae- 120 gr","6.82","10.00","7.50",
"MHBPAM0005","Alzivita- mezcla de hierbas para ALZHEIMER - Pamies vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0006","Aurivita - mezcla de hierbas para ACIDO URICO - Pamies vitae- 120 gr","6.82","10.00","7.50",
"MHBPAM0007","Canvita - mezcla de hierpas para CANCER - Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0008","Corvita - mezcla de hierpas para CORAZON - Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0009","Digevita - mezcla de hierbas para DIGESTION - Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0010","Estvita - mezcla de hierbas para ESTREÑIMIENTO- Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0011","Hepvita - mezcla de hierbas para HIGADO - Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0012","Hipervita - mezcla de hierbas para HIPERTENSION - Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0013","Obvita - mezcla de hierpas para OBESIDAD - Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0014","Revita - mezcla de hierbas para RIÑON - Pamies vitae - 120 gr","6.82","10.00","7.50",
"MHBPAM0015","Vesivita - mezcla de hierbas para VESICULA - Pamies vitae- 120 gr","6.82","10.00","7.50",
"MHBPAM0016","Amrenavita - mezcla de hierbas para LIMP. RENAL - Pamies vitae - 255 gr","10.91","10.00","12.00",
"MHBPAM0017","Amhepvita - mezcla de hierbas para LIMP. HEPATICA - Pamies vitae - 255 gr","10.91","10.00","12.00",
"MHBPAM0018","Cabellovita ""Hierbas fortalecimiento del CABELLO y contra la caida""- PAMIES VITAE- 120 gr","6.82","10.00","7.50",
"MHBPAM0019","Prosvita ""Hierbas para la PROSTATA""- PAMIES VITAE- 120 gr","6.82","10.00","7.50",
"MHBPAM0020","Sedvita ""Hierbas SEDANTE y para el estres""- PAMIES VITAE- 120 gr","7.27","10.00","8.00",
"MHBPAM0021","Gasflavita – mezcla de hierbas GASES – Pamies vitae – 120 gr","6.82","10.00","7.50",
"MHBPAM0022","Insovita – mezcla de hierbas IMSONIO – Pamies vitae – 120 gr","6.82","10.00","7.50",
"MHBPAM0023","Orivita – mezcla de hierbas INFECCION ORINA – Pamies vitae- 120gr","6.82","10.00","7.50",
"MHBPAM0024","Resvita – mezcla de hierbas CONSTIPADO – Pamies vitae – 120 gr","6.82","10.00","7.50",
"MHBPAM0025","Sedvita – mezcla de hierbas SEDANTE -  Pamies vitae – 120 gr","6.82","10.00","7.50",
"MHBPAM0026","Perilla (Perilla frustescens)-Pamies Vitae-100gr","6.82","10.00","7.50",
"MHBPAM0027","Ortiga- Pamies Vitae- bolsa 100 gr","5.45","10.00","6.00",
"MHBPAM0028","Vitex, agnus cactus- Pamies Vitae- 120 gr","5.45","10.00","6.00",
"MHBPAM0029","Milenrama, Achillea Millenfolium- Pamies Vitae- 100 gr","5.45","10.00","6.00",
"MHBPAM0030","Reuvita -Pamies Vitae- Hierbas para REUMA - 120 GR","6.82","10.00","7.50",
"MHBPAM0034","Llanten (lanceolata) - Pamies Vitae - planta viva","2.27","10.00","2.50",
"MHBPAM0035","Artemisa - Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0036","Diente de leon - Pamies Vitae - Planta viva","2.27","10.00","2.50",
"MHBPAM0037","Graviola - Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0038","Kalanchoe Daigremontiana - Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0039","Perilla- Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0040","Cardo Mariano - Pamies Vitae - Planta viva","2.27","10.00","2.50",
"MHBPAM0041","Onagra- Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0042","Gabriola- Pamies Vitae - Bolsa","6.82","10.00","7.50",
"MHBPAM0043","Ginko Biloba- Pamies Vitae - 120 gr","5.45","10.00","6.00",
"MHBPAM0044","Muerdago - Pamies Vitae - 100 gr","5.45","10.00","6.00",
"MHBPAM0045","Moringa - Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0046","Epilobio - Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0047","Lepidium - Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0048","Una de gato - Pamies Vitae - 120gr","5.45","10.00","6.00",
"MHBPAM0049","Calendula - Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0050","Moringa en polvo - Pamies Vitae - 125gr","6.59","10.00","7.25",
"MHBPAM0051","Mestvita - Pamies vitae - mezcla plantas secas","6.82","10.00","7.50",
"MHBPAM0052","Calendula - Pamies Vitae - planta viva","3.18","10.00","3.50",
"MHBPAM0053","Hiperico - Pamies Vitae - Planta viva","3.18","10.00","3.50",
"MHBPAM0054","Vesivita (Maria Treben) - PAMIES VITAE - 120 gr","6.82","10.00","7.50",
"MHBPAM0055","Manzanilla - Pamies Vitae - Planta viva","2.27","10.00","2.50",
"MHBPAM0056","Ruda - Pamies Vitae - Planta viva","2.27","10.00","2.50",
"MHBPAM0057","Afovita- Pamies Vitae- 120gr","6.82","10.00","7.50",
"MHBPAM0058","Vigovita - Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0059","Pulvita - Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0060","Siempreviva - Pamies vitae - planta viva","3.18","10.00","3.50",
"MHBPAM0061","Veronica - Pamies Vitae - bolsa 120gr","5.45","10.00","6.00",
"MHBPAM0063","Varivita - mezcla de hierbas para VARICES Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0064","Essiacvita - Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0065","Allergyvita - Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0066","Crovita - Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0067","Psovita - Pamies Vitae - 120gr","6.82","10.00","7.50",
"MHBPAM0069","Comprimidos de hoja de Estevia + Perilla - 100 unds","6.18","10.00","6.80",
"MHBPAM0070","Tabaco Virginia- Pamies Vitae- planta viva","2.64","10.00","2.90",
"MHBPAM0071","Lepidium- Pamies Vitae- Bolsa 120 gr","7.27","10.00","8.00",
"MHBPAM0072","Comprimidos de hoja Perilla (100 unid)- Pamies Vitae","6.82","10.00","7.50",
"MHBPAM0088","BERRUGUERA - Cheldonium Majus - Pamies Vitae - bolsa 120 gr","6.82","10.00","7.50",
"MHBPAM0089","Gogi-Pamies Vitae- planta viva","3.18","10.00","3.50",
"MIEANT0005","Miel de Cantueso -Antonio Simon- 1kg","11.73","10.00","12.90",
"MIEANT0006","Miel de Cantueso -Antonio Simon- 500g","7.40","10.00","8.14",
"MIEANT0007","Miel de Castano -Antonio Simon- 1kg","11.73","10.00","12.90",
"MIEANT0008","Miel de Castano -Antonio Simon- 500g","6.73","10.00","7.40",
"MIEANT0009","Miel de Espliego - Antonio Simon- 1kg","11.73","10.00","12.90",
"MIEANT0010","Miel de Espliego - Antonio Simon- 500g","6.73","10.00","7.40",
"MIEANT0011","Miel de Eucalipto -Antonio Simon- 1kg","11.73","10.00","12.90",
"MIEANT0012","Miel de Eucalipto -Antonio Simon- 500g","6.73","10.00","7.40",
"MIEANT0013","Miel de Roble - Antonio Simon- 1kg","13.50","10.00","14.85",
"MIEANT0014","Miel de Roble - Antonio Simon- 500g","8.14","10.00","8.95",
"MMAAIGU0012","Mermelada de bresquilla- Aigua clara- 300gr","2.88","10.00","3.16",
"MMABIOP0013","Azucar moreno de cana- Bioprasad- 500gr","2.50","10.00","2.75",
"MMACOR0032","Mermelada Tomate Sirope de Agave-Valle del Taibilla-260 g","3.20","10.00","3.52",
"MMACORT0005","Mermelada de albaricoque -Valle del Taibilla- 330g","3.18","10.00","3.50",
"MMACORT0006","Mermelada Arandanos Azucar de Cana-Valle del Taibilla- 330g","3.45","10.00","3.80",
"MMACORT0008","Mermelada Mora Azucar de Cana-Valle del Taibilla- 330g","3.45","10.00","3.80",
"MMACORT0009","Mermelada Frambuesa Azucar de Cana-Valle del Taibilla -330g","3.45","10.00","3.80",
"MMACORT0010","Mermelada de melocoton -Valle del Taibilla- 330g","2.88","10.00","3.16",
"MMACORT0011","Mermelada Naranja Dulce Azucar de Cana-Valle del Taibilla- 330g","2.82","10.00","3.10",
"MMACORT0024","Mermelada Frutos del Bosque Azucar de Cana-Valle del Taibilla- 330g","3.45","10.00","3.80",
"MMACORT0025","Mermelada Fresa Azucar de Cana-Valle del Taibilla- 330g","3.27","10.00","3.60",
"MMACORT0026","Mermelada Arandanos Sirope de Agave - Valle del Taibilla - 260 gr","3.20","10.00","3.52",
"MMACORT0027","Mermelada Frambuesa Sirope de Agave - Valle del Taibilla - 260 gr","3.20","10.00","3.52",
"MMACORT0028","Mermelada Fresa Sirope de Agave - Valle del Taibilla - 260 gr","3.27","10.00","3.60",
"MMACORT0029","Mermelada Frutos del Bosque Sirope de Agave - Valle del Taibilla - 260 gr","3.45","10.00","3.80",
"MMACORT0030","Mermelada Mora Sirope de Agave - Valle del Taibilla - 260 gr","3.45","10.00","3.80",
"MMACORT0031","Mermelada Naranja Sirope de Agave - Valle del Taibilla - 260 gr","3.18","10.00","3.50",
"MMACORT0032","Mermelada Melocoton Sirope Agave- Valle del Taibilla- 260 gr","3.20","10.00","3.52",
"MMACORT0033","Mermelada Albaricoque Sirope Agave- Valle del Taibilla- 260 gr","3.20","10.00","3.52",
"MMADELI0001","Mermelada de fresa -Delizum- 260g","3.45","10.00","3.80",
"MMADELI0002","Mermelada de naranja -Delizum- 260g","3.27","10.00","3.60",
"MMADELI0003","Mermelada de tomate -Delizum- 260g","3.18","10.00","3.50",
"MMADELI0004","Mermelada de ciruela- Delizum- 260g","3.27","10.00","3.60",
"MMADELI0005","Mermelada de Melocoton - Delizum - 260 gr.","3.18","10.00","3.50",
"MMADELI0006","Mermelada Manzana Extra - Delizum - 260","3.27","10.00","3.60",
"MMADELI0007","Mermelada de Cereza con Sirope de Agave - Delizum -  280gr","4.27","10.00","4.70",
"MMADELI0008","Mermelada de Albaricoque Extra - Delizum - 260gr","3.36","10.00","3.70",
"MMAESP0008","Panela Ecologica-Cesta Sostenible- Espanica-1 kilo","4.73","10.00","5.20",
"MMAESPA0005","Panela Ecologica- Cesta Sostenible -500 gr","2.36","10.00","2.60",
"MMAESPA0006","Azucar de cana de Cuba - Espanica -paquete 500 gr","2.49","10.00","2.74",
"MMAESPA0007","Azucar de cana de Cuba - Espanica -paquete 1 kg","4.95","10.00","5.45",
"MMAGUAD0001","Carne de Membrillo - El Guadalhorce Ecologico - 220gr.","3.45","10.00","3.80",
"MMAGUAD0002","Crema de Membrillo - El Guadalhorce Ecologico - 220gr.","3.36","10.00","3.69",
"MMALABE0014","Miel tomillo- La Abeja Meli-1 kilo","12.50","10.00","13.75",
"MMALABE0015","Miel tomillo- La abeja Meli- 500 gramos","7.41","10.00","8.15",
"MMALABE0016","Miel romero- La Abeja Meli-1 kg","12.50","10.00","13.75",
"MMALABE0017","Miel romero- La abeja Meli- 500 gramos","7.41","10.00","8.15",
"MMALABE0018","Miel brezo/roble - La Abeja Meli-1 kilo","12.50","10.00","13.75",
"MMALABE0019","Miel brezo/roble - La abeja Meli- 500gr","7.41","10.00","8.15",
"MMALABE0020","Miel multifloral aromatica- La Abeja Meli-1 kilo","12.05","10.00","13.25",
"MMALABE0021","Miel Multifloral Aromatica- La abeja Meli- bote de 500gr","7.14","10.00","7.85",
"MMALABE0022","Polen semiseco- La Abeja Meli- bote 220gr","7.27","10.00","8.00",
"MMALABE0023","Polen fresco- La Abeja Meli- bote 220 gr","8.55","10.00","9.40",
"MMALABE0024","Miel Multifloral Montana- La Abeja Meli- 1 kilo","12.05","10.00","13.25",
"MMALABE0025","Miel Multifloral Montana- La Abeja Meli- 500 gr","7.09","10.00","7.80",
"MOONLUN0001","Mooncup- Red Copa de Luna- Copa menstrual  talla A","25.91","10.00","28.50",
"MOONLUN0002","Mooncup- Red Copa de Luna -Copa menstrual talla B","25.91","10.00","28.50",
"MUESBIOG0001","Muesli Frutas 1kg - El Granero -","5.50","10.00","6.05",
"MZHDOLC0001","Hierbas para Asma - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0002","Hierbas para Cancer- Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0003","Hierbas para Alergias - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0004","Hierbas Digestivas - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0005","Hierbas para Dolor de Cabeza  - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0006","Hierbas para Obesidad - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0007","Hierbas para Piedras de Vesicula Biliar - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0008","Hierbas para Higado - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0009","Hierbas para Fitoterapia Hepatica (Andreas Moritz) - Dulce Revolucion - 255 gr","7.27","10.00","8.00",
"MZHDOLC0010","Hierbas para Limpieza Renal (Andreas Moritz) - Dulce Revolucion - 255 gr","10.91","10.00","12.00",
"MZHDOLC0011","Hierbas para Menstruacion Dolorosa y/o Irregular-Dulce Revolucion- 120 gr","7.27","10.00","8.00",
"MZHDOLC0012","Hierbas Sedantes, para Estres y Ansiedad- Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0013","Hierbas para Rinones- Dulce Revolucion- 120gr.","7.27","10.00","8.00",
"MZHDOLC0014","Hierbas Vigorizantes- Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0015","Hierbas para Enfermedad de Krohn- Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0016","Hierbas para Leucemia- Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0017","Hierbas para Psoriasis REPETIDA- Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0018","Dentifrico Stevia Biodent","5.18","10.00","5.70",
"MZHDOLC0019","Gel de Ducha Stevia Aroma de Lemongrass- Dulce Revolucion- 250ml.","4.03","10.00","4.43",
"MZHDOLC0020","Gel de Ducha Stevia Aroma Floral- Dulce Revolucion- 250ml.","4.03","10.00","4.43",
"MZHDOLC0021","Gel de Ducha Stevia Pieles Sensibles- Dulce Revolucion- 250ml.","4.03","10.00","4.43",
"MZHDOLC0022","Hierbas para Piedras de Vesicula, Rinon y Colicos","7.27","10.00","8.00",
"MZHDOLC0023","Desodorante Piedra de Alumbre- Dulce Revolucion-","3.36","10.00","3.69",
